Time,Angle1 [deg],Angle2 [deg],Angle1 vel [deg/s],Angle2 vel [deg/s],Angle1 acc [deg/s^2],Angle2 acc [deg/s^2],Endpoint pos x [m],Endpoint pos y [m],Endpoint vel x [m/s],Endpoint vel y [m/s],Delivery pos x [m],Delivery pos y [m]
5.55,2.96151,-3.21442,0.264748,0.0323469,-0.0017158,-0.000365876,-0.140633,-0.0439207,0.0192364,-0.00779356,0,0,
5.58,2.96945,-3.21345,0.264698,0.032336,-0.00166278,-0.000363451,-0.140059,-0.0441512,0.0190301,-0.00757789,0,0,
5.61,2.97739,-3.21248,0.26465,0.0323246,-0.0016102,-0.00038043,-0.139491,-0.0443753,0.0188217,-0.00736701,0,0,
5.64,2.98533,-3.21151,0.264603,0.0323137,-0.00155969,-0.000363815,-0.13893,-0.0445932,0.0186114,-0.00716001,0,0,
5.67,2.99327,-3.21054,0.264558,0.0323032,-0.00151008,-0.000350116,-0.138374,-0.0448049,0.0183993,-0.00695696,0,0,
5.7,3.0012,-3.20957,0.264514,0.0322948,-0.00146319,-0.00028128,-0.137825,-0.0450105,0.0181858,-0.00675635,0,0,
5.73,3.00914,-3.20861,0.264472,0.032286,-0.00141483,-0.000290878,-0.137283,-0.0452103,0.0179703,-0.00656035,0,0,
5.76,3.01707,-3.20764,0.264431,0.0322757,-0.00136602,-0.000345985,-0.136747,-0.0454041,0.0177529,-0.00637024,0,0,
5.79,3.02501,-3.20667,0.264391,0.0322657,-0.00132033,-0.000331003,-0.136218,-0.0455924,0.0175337,-0.00618408,0,0,
5.82,3.03294,-3.2057,0.264353,0.0322565,-0.00127587,-0.000307055,-0.135695,-0.0457751,0.0173131,-0.00600162,0,0,
5.85,3.04087,-3.20473,0.264316,0.0322478,-0.00123213,-0.000289474,-0.135179,-0.0459524,0.017091,-0.00582304,0,0,
5.88,3.0488,-3.20377,0.26428,0.0322404,-0.00119003,-0.000248832,-0.13467,-0.0461244,0.0168674,-0.00564771,0,0,
5.91,3.05673,-3.2028,0.264246,0.0322337,-0.00114834,-0.000223607,-0.134167,-0.0462913,0.0166425,-0.00547605,0,0,
5.94,3.06465,-3.20183,0.264213,0.0322277,-0.00110752,-0.000198865,-0.133671,-0.046453,0.0164161,-0.00530808,0,0,
5.97,3.07258,-3.20086,0.264181,0.032218,-0.0010629,-0.000322185,-0.133182,-0.0466098,0.0161878,-0.00514796,0,0,
6,3.08051,-3.1999,0.26415,0.0322093,-0.00102403,-0.000292476,-0.1327,-0.0467618,0.0159583,-0.00499141,0,0,
6.03,3.08843,-3.19893,0.26412,0.0321996,-0.000984131,-0.000322178,-0.132224,-0.0469092,0.0157275,-0.00484011,0,0,
6.06,3.09635,-3.19797,0.264092,0.0321921,-0.000948372,-0.000249611,-0.131756,-0.0470521,0.0154956,-0.00469117,0,0,
6.09,3.10428,-3.197,0.264065,0.0321872,-0.000913917,-0.000162572,-0.131294,-0.0471906,0.0152628,-0.00454419,0,0,
6.12,3.1122,-3.19603,0.264038,0.0321816,-0.000876651,-0.000188415,-0.13084,-0.0473247,0.0150287,-0.00440234,0,0,
6.15,3.12012,-3.19507,0.264013,0.0321758,-0.000840962,-0.000191501,-0.130393,-0.0474547,0.0147934,-0.004265,0,0,
6.18,3.12804,-3.1941,0.263989,0.0321698,-0.000805937,-0.00019988,-0.129952,-0.0475806,0.014557,-0.00413231,0,0,
6.21,3.13596,-3.19314,0.263966,0.0321657,-0.000774052,-0.000137002,-0.129519,-0.0477026,0.0143198,-0.00400226,0,0,
6.24,3.14388,-3.19217,0.263943,0.0321604,-0.00073962,-0.000177015,-0.129093,-0.0478208,0.0140814,-0.00387776,0,0,
6.27,3.1518,-3.19121,0.263922,0.0321547,-0.000706857,-0.000191054,-0.128674,-0.0479353,0.0138421,-0.00375808,0,0,
6.3,3.15971,-3.19024,0.263902,0.032149,-0.00067538,-0.000190855,-0.128263,-0.0480462,0.0136019,-0.00364283,0,0,
6.33,3.16763,-3.18928,0.263883,0.0321433,-0.000644732,-0.000189911,-0.127858,-0.0481538,0.013361,-0.00353197,0,0,
6.36,3.17555,-3.18832,0.263864,0.0321376,-0.000614882,-0.000189198,-0.127461,-0.0482581,0.0131193,-0.00342551,0,0,
6.39,3.18346,-3.18735,0.263847,0.0321319,-0.00058579,-0.000189759,-0.127071,-0.0483593,0.0128768,-0.0033235,0,0,
6.42,3.19138,-3.18639,0.26383,0.0321262,-0.000557564,-0.00018841,-0.126688,-0.0484575,0.0126338,-0.00322588,0,0,
6.45,3.19929,-3.18542,0.263814,0.0321207,-0.000530197,-0.000185104,-0.126313,-0.0485528,0.0123901,-0.00313258,0,0,
6.48,3.20721,-3.18446,0.263799,0.0321152,-0.000503603,-0.000182329,-0.125945,-0.0486454,0.0121459,-0.00304363,0,0,
6.51,3.21512,-3.1835,0.263784,0.0321101,-0.000478092,-0.000170755,-0.125584,-0.0487353,0.0119012,-0.00295877,0,0,
6.54,3.22304,-3.18253,0.263771,0.0321047,-0.000452635,-0.000181037,-0.125231,-0.0488228,0.0116561,-0.00287862,0,0,
6.57,3.23095,-3.18157,0.263758,0.032099,-0.000428079,-0.000187968,-0.124885,-0.048908,0.0114106,-0.00280308,0,0,
6.6,3.23886,-3.18061,0.263746,0.032095,-0.000406414,-0.000132819,-0.124546,-0.048991,0.0111646,-0.00273039,0,0,
6.63,3.24677,-3.17964,0.263734,0.0320908,-0.000383376,-0.000140542,-0.124215,-0.0490718,0.0109184,-0.00266232,0,0,
6.66,3.25469,-3.17868,0.263724,0.0320861,-0.000360794,-0.000157848,-0.123891,-0.0491507,0.010672,-0.00259915,0,0,
6.69,3.2626,-3.17772,0.263713,0.0320816,-0.000339819,-0.000151253,-0.123575,-0.0492277,0.0104254,-0.00254019,0,0,
6.72,3.27051,-3.17676,0.263704,0.0320782,-0.000320696,-0.000113346,-0.123266,-0.049303,0.0101785,-0.00248455,0,0,
6.75,3.27842,-3.17579,0.263695,0.0320745,-0.000300759,-0.000121443,-0.122964,-0.0493768,0.00993162,-0.00243353,0,0,
6.78,3.28633,-3.17483,0.263686,0.0320706,-0.000281606,-0.000129432,-0.12267,-0.049449,0.00968467,-0.00238712,0,0,
6.81,3.29424,-3.17387,0.263678,0.0320665,-0.000263204,-0.000138265,-0.122383,-0.0495199,0.00943776,-0.00234533,0,0,
6.84,3.30215,-3.17291,0.263671,0.0320601,-0.000243282,-0.000213398,-0.122103,-0.0495897,0.00919121,-0.00231002,0,0,
6.87,3.31006,-3.17195,0.263664,0.0320542,-0.00022739,-0.000195772,-0.121831,-0.0496584,0.00894478,-0.00227856,0,0,
6.9,3.31797,-3.17098,0.263658,0.032051,-0.000214763,-0.000106761,-0.121567,-0.0497263,0.0086982,-0.00224896,0,0,
6.93,3.32588,-3.17002,0.263652,0.0320484,-0.000200455,-8.72287e-05,-0.121309,-0.0497934,0.00845175,-0.00222315,0,0,
6.96,3.33379,-3.16906,0.263646,0.0320452,-0.000185545,-0.000106823,-0.12106,-0.0498597,0.00820564,-0.00220223,0,0,
6.99,3.3417,-3.1681,0.263641,0.0320433,-0.000173707,-6.1468e-05,-0.120817,-0.0499255,0.00795962,-0.00218437,0,0,
7.02,3.34961,-3.16714,0.263636,0.0320418,-0.000161422,-5.04893e-05,-0.120582,-0.0499908,0.00771389,-0.00217052,0,0,
7.05,3.35752,-3.16618,0.263632,0.0320401,-0.000149237,-5.86366e-05,-0.120354,-0.0500557,0.00746859,-0.00216121,0,0,
7.08,3.36543,-3.16522,0.263628,0.0320374,-0.000137085,-8.78408e-05,-0.120134,-0.0501204,0.0072239,-0.00215701,0,0,
7.11,3.37334,-3.16425,0.263624,0.0320336,-0.000125368,-0.000126991,-0.119921,-0.0501851,0.00697996,-0.00215818,0,0,
7.14,3.38125,-3.16329,0.26362,0.0320298,-0.000115873,-0.000126005,-0.119715,-0.0502499,0.00673661,-0.00216359,0,0,
7.17,3.38915,-3.16233,0.263617,0.0320264,-0.000107488,-0.000115856,-0.119517,-0.0503149,0.00649385,-0.00217297,0,0,
7.2,3.39706,-3.16137,0.263614,0.0320231,-9.97231e-05,-0.000110184,-0.119326,-0.0503802,0.00625175,-0.00218644,0,0,
7.23,3.40497,-3.16041,0.263611,0.032021,-9.39948e-05,-6.95238e-05,-0.119142,-0.050446,0.00601012,-0.00220301,0,0,
7.26,3.41288,-3.15945,0.263609,0.0320184,-8.70001e-05,-8.56876e-05,-0.118965,-0.0505124,0.00576937,-0.00222425,0,0,
7.29,3.42079,-3.15849,0.263606,0.0320156,-8.10638e-05,-9.44278e-05,-0.118795,-0.0505795,0.00552951,-0.00224993,0,0,
7.32,3.4287,-3.15753,0.263604,0.0320125,-7.59867e-05,-0.000101221,-0.118633,-0.0506474,0.0052906,-0.00227998,0,0,
7.35,3.4366,-3.15657,0.263602,0.0320092,-7.16274e-05,-0.000110011,-0.118478,-0.0507162,0.0050527,-0.00231443,0,0,
7.38,3.44451,-3.15561,0.2636,0.0320064,-6.89269e-05,-9.48873e-05,-0.11833,-0.0507862,0.00481569,-0.00235262,0,0,
7.41,3.45242,-3.15465,0.263598,0.0320031,-6.59597e-05,-0.000108747,-0.118189,-0.0508574,0.00457984,-0.00239532,0,0,
7.44,3.46033,-3.15369,0.263596,0.0320002,-6.47273e-05,-9.67554e-05,-0.118055,-0.0509299,0.00434499,-0.00244181,0,0,
7.47,3.46824,-3.15273,0.263594,0.0319977,-6.43e-05,-8.43892e-05,-0.117928,-0.0510038,0.00411119,-0.00249206,0,0,
7.5,3.47614,-3.15177,0.263592,0.0319953,-6.43631e-05,-8.02906e-05,-0.117809,-0.0510794,0.00387853,-0.00254627,0,0,
7.53,3.48405,-3.15081,0.26359,0.0319928,-6.50273e-05,-8.14779e-05,-0.117696,-0.0511566,0.00364713,-0.00260458,0,0,
7.56,3.49196,-3.14985,0.263588,0.0319903,-6.64157e-05,-8.46548e-05,-0.11759,-0.0512356,0.00341705,-0.00266702,0,0,
7.59,3.49987,-3.14889,0.263586,0.0319878,-6.8837e-05,-8.14405e-05,-0.117491,-0.0513166,0.00318828,-0.00273339,0,0,
7.62,3.50777,-3.14793,0.263584,0.0319855,-7.20971e-05,-7.7153e-05,-0.117398,-0.0513996,0.00296086,-0.00280364,0,0,
7.65,3.51568,-3.14697,0.263582,0.0319832,-7.59506e-05,-7.85031e-05,-0.117313,-0.0514848,0.00273488,-0.00287791,0,0,
7.68,3.52359,-3.14601,0.263579,0.0319806,-8.04082e-05,-8.52171e-05,-0.117234,-0.0515723,0.00251047,-0.0029563,0,0,
7.71,3.5315,-3.14505,0.263577,0.031978,-8.57909e-05,-8.86479e-05,-0.117162,-0.0516622,0.00228763,-0.00303872,0,0,
7.74,3.5394,-3.14409,0.263574,0.0319753,-9.20774e-05,-8.94007e-05,-0.117097,-0.0517546,0.0020664,-0.00312505,0,0,
7.77,3.54731,-3.14313,0.263571,0.0319724,-9.89024e-05,-9.73747e-05,-0.117038,-0.0518496,0.0018469,-0.00321548,0,0,
7.8,3.55522,-3.14217,0.263568,0.0319689,-0.000106164,-0.000115314,-0.116986,-0.0519475,0.00162929,-0.00331023,0,0,
7.83,3.56313,-3.14121,0.263564,0.0319661,-0.000115665,-9.47141e-05,-0.116941,-0.0520482,0.00141321,-0.00340826,0,0,
7.86,3.57103,-3.14026,0.26356,0.0319628,-0.000124676,-0.000109161,-0.116902,-0.052152,0.00119908,-0.00351047,0,0,
7.89,3.57894,-3.1393,0.263556,0.0319594,-0.000134915,-0.000112356,-0.116869,-0.0522588,0.000986846,-0.00361653,0,0,
7.92,3.58685,-3.13834,0.263552,0.0319556,-0.000145569,-0.000126185,-0.116842,-0.0523689,0.000776676,-0.00372668,0,0,
7.95,3.59475,-3.13738,0.263547,0.0319524,-0.00015827,-0.000106886,-0.116822,-0.0524824,0.000568217,-0.00384005,0,0,
7.98,3.60266,-3.13642,0.263542,0.031949,-0.000170865,-0.000112354,-0.116808,-0.0525993,0.000361814,-0.00395725,0,0,
8.01,3.61057,-3.13546,0.263537,0.0319457,-0.000184562,-0.000110212,-0.1168,-0.0527198,0.00015742,-0.00407805,0,0,
8.04,3.61847,-3.1345,0.263531,0.0319427,-0.000199339,-0.000101127,-0.116799,-0.0528439,-4.5013e-05,-0.00420225,0,0,
8.07,3.62638,-3.13355,0.263524,0.0319395,-0.000214419,-0.000105955,-0.116803,-0.0529719,-0.000245261,-0.00433017,0,0,
8.1,3.63428,-3.13259,0.263517,0.0319365,-0.000230726,-9.99791e-05,-0.116814,-0.0531037,-0.000443421,-0.0044615,0,0,
8.13,3.64219,-3.13163,0.26351,0.0319334,-0.000247497,-0.000103699,-0.11683,-0.0532396,-0.00063932,-0.00459647,0,0,
8.16,3.65009,-3.13067,0.263502,0.0319309,-0.000265924,-8.52546e-05,-0.116852,-0.0533795,-0.000833223,-0.00473449,0,0,
8.19,3.658,-3.12971,0.263493,0.0319283,-0.000284503,-8.51518e-05,-0.11688,-0.0535236,-0.00102484,-0.00487598,0,0,
8.22,3.6659,-3.12876,0.263484,0.0319254,-0.000303449,-9.75261e-05,-0.116913,-0.0536721,-0.00121394,-0.00502123,0,0,
8.25,3.67381,-3.1278,0.263475,0.0319223,-0.000323525,-0.000101966,-0.116953,-0.0538249,-0.00140059,-0.00516998,0,0,
8.28,3.68171,-3.12684,0.263464,0.0319191,-0.00034443,-0.000106499,-0.116997,-0.0539823,-0.00158475,-0.00532222,0,0,
8.31,3.68962,-3.12588,0.263453,0.0319156,-0.000365905,-0.000118191,-0.117048,-0.0541442,-0.00176626,-0.00547808,0,0,
8.34,3.69752,-3.12493,0.263442,0.0319118,-0.000388342,-0.000126616,-0.117103,-0.0543109,-0.00194511,-0.00563743,0,0,
8.37,3.70542,-3.12397,0.263429,0.0319075,-0.000411266,-0.000144371,-0.117164,-0.0544825,-0.00212111,-0.00580046,0,0,
8.4,3.71333,-3.12301,0.263416,0.0319029,-0.000435446,-0.000150986,-0.117231,-0.0546589,-0.00229439,-0.00596686,0,0,
8.43,3.72123,-3.12205,0.263402,0.0318982,-0.000460438,-0.000158353,-0.117302,-0.0548404,-0.00246488,-0.00613661,0,0,
8.46,3.72913,-3.1211,0.263388,0.0318934,-0.000486464,-0.00016058,-0.117379,-0.0550271,-0.00263263,-0.00630954,0,0,
8.49,3.73703,-3.12014,0.263372,0.0318884,-0.000513195,-0.000166805,-0.11746,-0.055219,-0.00279751,-0.0064857,0,0,
8.52,3.74493,-3.11918,0.263356,0.0318837,-0.000541405,-0.000156196,-0.117547,-0.0554162,-0.00295978,-0.00666467,0,0,
8.55,3.75283,-3.11823,0.263339,0.0318788,-0.000569908,-0.00016097,-0.117638,-0.0556189,-0.00311914,-0.00684677,0,0,
8.58,3.76073,-3.11727,0.263321,0.0318738,-0.00059922,-0.00016722,-0.117734,-0.055827,-0.00327553,-0.00703198,0,0,
8.61,3.76863,-3.11631,0.263302,0.0318688,-0.000629671,-0.000165937,-0.117834,-0.0560408,-0.00342903,-0.0072201,0,0,
8.64,3.77653,-3.11536,0.263282,0.0318637,-0.000660715,-0.000172006,-0.117939,-0.0562602,-0.00357947,-0.00741124,0,0,
8.67,3.78443,-3.1144,0.263262,0.0318584,-0.000692641,-0.000177694,-0.118049,-0.0564854,-0.00372683,-0.00760535,0,0,
8.7,3.79233,-3.11345,0.26324,0.031853,-0.000725603,-0.000179116,-0.118163,-0.0567165,-0.00387114,-0.00780229,0,0,
8.73,3.80023,-3.11249,0.263217,0.0318472,-0.000759054,-0.000191073,-0.118281,-0.0569535,-0.00401218,-0.00800225,0,0,
8.76,3.80812,-3.11154,0.263193,0.0318416,-0.000793925,-0.00018835,-0.118404,-0.0571966,-0.00415016,-0.00820486,0,0,
8.79,3.81602,-3.11058,0.263168,0.0318358,-0.00082937,-0.000194372,-0.11853,-0.0574458,-0.0042849,-0.00841027,0,0,
8.82,3.82391,-3.10962,0.263142,0.0318297,-0.000865677,-0.000201209,-0.118661,-0.0577012,-0.00441634,-0.00861844,0,0,
8.85,3.83181,-3.10867,0.263115,0.0318234,-0.000902758,-0.000211351,-0.118795,-0.0579629,-0.00454438,-0.0088294,0,0,
8.88,3.8397,-3.10772,0.263087,0.031817,-0.000941019,-0.000213779,-0.118934,-0.058231,-0.00466912,-0.00904293,0,0,
8.91,3.84759,-3.10676,0.263058,0.0318103,-0.00097992,-0.000223686,-0.119076,-0.0585055,-0.0047904,-0.00925914,0,0,
8.94,3.85549,-3.10581,0.263027,0.0318034,-0.0010199,-0.000228947,-0.119221,-0.0587865,-0.00490827,-0.00947788,0,0,
8.97,3.86338,-3.10485,0.262995,0.0317964,-0.00106085,-0.000233133,-0.11937,-0.0590742,-0.0050227,-0.00969908,0,0,
9,3.87127,-3.1039,0.262962,0.0317892,-0.00110259,-0.000240952,-0.119523,-0.0593685,-0.0051336,-0.00992276,0,0,
9.03,3.87916,-3.10294,0.262928,0.0317817,-0.00114531,-0.000247557,-0.119678,-0.0596695,-0.00524096,-0.0101488,0,0,
9.06,3.88704,-3.10199,0.262892,0.0317741,-0.00118899,-0.000253489,-0.119837,-0.0599774,-0.00534476,-0.0103773,0,0,
9.09,3.89493,-3.10104,0.262855,0.0317662,-0.00123347,-0.000263772,-0.119999,-0.0602921,-0.00544487,-0.0106081,0,0,
9.12,3.90282,-3.10009,0.262817,0.0317581,-0.00127902,-0.000271125,-0.120164,-0.0606139,-0.00554133,-0.0108411,0,0,
9.15,3.9107,-3.09913,0.262777,0.0317497,-0.00132552,-0.000278549,-0.120331,-0.0609426,-0.0056341,-0.0110764,0,0,
9.18,3.91858,-3.09818,0.262736,0.0317412,-0.00137305,-0.000284914,-0.120502,-0.0612785,-0.00572317,-0.0113137,0,0,
9.21,3.92647,-3.09723,0.262693,0.0317324,-0.00142146,-0.000294174,-0.120675,-0.0616214,-0.00580845,-0.0115532,0,0,
9.24,3.93435,-3.09628,0.262649,0.0317232,-0.00147084,-0.000304539,-0.12085,-0.0619717,-0.0058899,-0.0117948,0,0,
9.27,3.94223,-3.09532,0.262603,0.0317138,-0.00152128,-0.000312844,-0.121028,-0.0623291,-0.00596753,-0.0120384,0,0,
9.3,3.9501,-3.09437,0.262556,0.0317042,-0.00157269,-0.000322876,-0.121209,-0.062694,-0.00604126,-0.012284,0,0,
9.33,3.95798,-3.09342,0.262507,0.0316942,-0.00162516,-0.000331555,-0.121391,-0.0630662,-0.00611111,-0.0125314,0,0,
9.36,3.96586,-3.09247,0.262457,0.031684,-0.00167871,-0.000339414,-0.121575,-0.0634459,-0.00617707,-0.0127806,0,0,
9.39,3.97373,-3.09152,0.262405,0.0316734,-0.00173312,-0.000353021,-0.121762,-0.063833,-0.00623898,-0.0130317,0,0,
9.42,3.9816,-3.09057,0.262351,0.0316625,-0.0017887,-0.000362932,-0.12195,-0.0642278,-0.0062969,-0.0132845,0,0,
9.45,3.98947,-3.08962,0.262296,0.0316513,-0.00184532,-0.000374158,-0.12214,-0.0646301,-0.00635077,-0.013539,0,0,
9.48,3.99734,-3.08867,0.262239,0.0316398,-0.00190307,-0.000383977,-0.122331,-0.0650401,-0.00640062,-0.0137951,0,0,
9.51,4.00521,-3.08772,0.26218,0.0316278,-0.00196171,-0.000399594,-0.122524,-0.0654579,-0.00644627,-0.0140528,0,0,
9.54,4.01307,-3.08677,0.262119,0.0316156,-0.00202169,-0.000408497,-0.122718,-0.0658833,-0.00648786,-0.0143119,0,0,
9.57,4.02094,-3.08582,0.262057,0.031603,-0.0020828,-0.000417629,-0.122913,-0.0663166,-0.00652538,-0.0145725,0,0,
9.6,4.0288,-3.08488,0.261993,0.0315901,-0.00214484,-0.000432463,-0.123109,-0.0667577,-0.00655865,-0.0148344,0,0,
9.63,4.03666,-3.08393,0.261926,0.0315767,-0.00220806,-0.000446194,-0.123307,-0.0672067,-0.0065877,-0.0150977,0,0,
9.66,4.04452,-3.08298,0.261858,0.031563,-0.00227264,-0.000454372,-0.123505,-0.0676636,-0.00661264,-0.0153622,0,0,
9.69,4.05237,-3.08203,0.261788,0.031549,-0.00233821,-0.000468193,-0.123704,-0.0681285,-0.0066333,-0.0156279,0,0,
9.72,4.06023,-3.08109,0.261716,0.0315346,-0.00240503,-0.00047967,-0.123903,-0.0686013,-0.00664975,-0.0158946,0,0,
9.75,4.06808,-3.08014,0.261642,0.0315198,-0.00247296,-0.000493894,-0.124103,-0.0690822,-0.00666188,-0.0161625,0,0,
9.78,4.07593,-3.0792,0.261565,0.0315044,-0.00254193,-0.000512487,-0.124303,-0.0695712,-0.0066696,-0.0164314,0,0,
9.81,4.08377,-3.07825,0.261487,0.0314888,-0.00261244,-0.000521104,-0.124503,-0.0700682,-0.00667311,-0.0167011,0,0,
9.84,4.09162,-3.07731,0.261407,0.031473,-0.00268431,-0.000526708,-0.124703,-0.0705733,-0.00667248,-0.0169716,0,0,
9.87,4.09946,-3.07636,0.261324,0.0314568,-0.00275729,-0.000537748,-0.124904,-0.0710865,-0.00666758,-0.0172428,0,0,
9.9,4.1073,-3.07542,0.261239,0.0314403,-0.0028314,-0.000552241,-0.125104,-0.0716079,-0.00665831,-0.0175148,0,0,
9.93,4.11514,-3.07447,0.261152,0.0314233,-0.00290675,-0.000567278,-0.125303,-0.0721375,-0.00664465,-0.0177874,0,0,
9.96,4.12297,-3.07353,0.261062,0.0314058,-0.0029834,-0.000580876,-0.125503,-0.0726753,-0.00662662,-0.0180606,0,0,
9.99,4.1308,-3.07259,0.26097,0.0313879,-0.00306118,-0.000597948,-0.125701,-0.0732212,-0.00660414,-0.0183343,0,0,
10.02,4.13863,-3.07165,0.260876,0.0313695,-0.0031403,-0.000612452,-0.125899,-0.0737754,-0.00657726,-0.0186085,0,0,
10.05,4.14646,-3.07071,0.26078,0.0313508,-0.00322082,-0.000622911,-0.126096,-0.0743379,-0.00654608,-0.018883,0,0,
10.08,4.15428,-3.06977,0.26068,0.0313317,-0.00330243,-0.000638859,-0.126292,-0.0749085,-0.00651045,-0.0191578,0,0,
10.11,4.1621,-3.06883,0.260579,0.0313119,-0.00338508,-0.000660394,-0.126487,-0.0754875,-0.00647024,-0.019433,0,0,
10.14,4.16992,-3.06789,0.260475,0.0312916,-0.00346913,-0.000675678,-0.12668,-0.0760746,-0.0064256,-0.0197082,0,0,
10.17,4.17773,-3.06695,0.260368,0.0312708,-0.00355436,-0.000692068,-0.126873,-0.0766701,-0.00637649,-0.0199836,0,0,
10.2,4.18555,-3.06601,0.260259,0.0312496,-0.00364085,-0.000707618,-0.127063,-0.0772738,-0.00632296,-0.020259,0,0,
10.23,4.19335,-3.06507,0.260147,0.0312279,-0.0037285,-0.000723973,-0.127252,-0.0778858,-0.00626496,-0.0205344,0,0,
10.26,4.20116,-3.06414,0.260033,0.0312057,-0.00381738,-0.000739511,-0.127439,-0.078506,-0.00620254,-0.0208096,0,0,
10.29,4.20896,-3.0632,0.259915,0.031183,-0.00390734,-0.000756665,-0.127625,-0.0791345,-0.00613564,-0.0210846,0,0,
10.32,4.21676,-3.06226,0.259795,0.0311598,-0.00399849,-0.000772566,-0.127808,-0.0797713,-0.00606432,-0.0213594,0,0,
10.35,4.22455,-3.06133,0.259673,0.0311362,-0.00409079,-0.000787815,-0.127989,-0.0804163,-0.00598859,-0.0216338,0,0,
10.38,4.23234,-3.0604,0.259547,0.0311121,-0.00418414,-0.000804391,-0.128167,-0.0810695,-0.00590842,-0.0219077,0,0,
10.41,4.24013,-3.05946,0.259419,0.0310875,-0.00427872,-0.000818037,-0.128343,-0.081731,-0.00582391,-0.0221812,0,0,
10.44,4.24791,-3.05853,0.259288,0.0310624,-0.00437406,-0.000837969,-0.128517,-0.0824006,-0.0057349,-0.0224541,0,0,
10.47,4.25569,-3.0576,0.259153,0.0310368,-0.00447062,-0.000853,-0.128688,-0.0830785,-0.00564153,-0.0227264,0,0,
10.5,4.26346,-3.05667,0.259016,0.0310107,-0.0045682,-0.00086783,-0.128856,-0.0837645,-0.00554382,-0.0229979,0,0,
10.53,4.27123,-3.05574,0.258876,0.0309842,-0.00466672,-0.0008833,-0.129021,-0.0844586,-0.00544176,-0.0232686,0,0,
10.56,4.279,-3.05481,0.258733,0.0309573,-0.00476612,-0.000899571,-0.129183,-0.0851609,-0.00533535,-0.0235385,0,0,
10.59,4.28676,-3.05388,0.258587,0.0309298,-0.00486645,-0.000914911,-0.129341,-0.0858712,-0.00522463,-0.0238074,0,0,
10.62,4.29452,-3.05295,0.258438,0.0309019,-0.00496757,-0.000931789,-0.129496,-0.0865896,-0.00510958,-0.0240754,0,0,
10.65,4.30227,-3.05202,0.258286,0.0308734,-0.00506948,-0.000948256,-0.129648,-0.087316,-0.00499023,-0.0243422,0,0,
10.68,4.31002,-3.0511,0.258131,0.0308445,-0.00517228,-0.000962647,-0.129796,-0.0880505,-0.00486665,-0.0246079,0,0,
10.71,4.31776,-3.05017,0.257973,0.0308151,-0.00527561,-0.000980578,-0.12994,-0.0887929,-0.00473876,-0.0248724,0,0,
10.74,4.3255,-3.04925,0.257811,0.0307852,-0.00537978,-0.000995772,-0.130081,-0.0895432,-0.00460667,-0.0251356,0,0,
10.77,4.33324,-3.04832,0.257647,0.0307549,-0.00548458,-0.00101103,-0.130217,-0.0903014,-0.0044704,-0.0253974,0,0,
10.8,4.34097,-3.0474,0.257479,0.0307242,-0.00559011,-0.00102527,-0.130349,-0.0910674,-0.00432999,-0.0256578,0,0,
10.83,4.34869,-3.04648,0.257308,0.030693,-0.0056964,-0.00103726,-0.130477,-0.0918412,-0.00418554,-0.0259167,0,0,
10.86,4.35641,-3.04556,0.257134,0.0306614,-0.00580299,-0.00105421,-0.130601,-0.0926228,-0.00403694,-0.026174,0,0,
10.89,4.36413,-3.04464,0.256957,0.0306294,-0.00591029,-0.00106748,-0.13072,-0.0934121,-0.00388431,-0.0264297,0,0,
