Time,Angle1 [deg],Angle2 [deg],Angle1 vel [deg/s],Angle2 vel [deg/s],Angle1 acc [deg/s^2],Angle2 acc [deg/s^2],Endpoint pos x [m],Endpoint pos y [m],Endpoint vel x [m/s],Endpoint vel y [m/s],Delivery pos x [m],Delivery pos y [m]
10.92,4.37183,-3.04372,0.256776,0.0305969,-0.00601793,-0.00108327,-0.130834,-0.0942091,-0.00372762,-0.0266837,0,0,
10.95,4.37954,-3.0428,0.256593,0.0305639,-0.00612607,-0.00109807,-0.130944,-0.0950136,-0.00356691,-0.0269359,0,0,
10.98,4.38724,-3.04189,0.256406,0.0305306,-0.00623471,-0.00111184,-0.131049,-0.0958257,-0.00340227,-0.0271862,0,0,
11.01,4.39493,-3.04097,0.256215,0.0304968,-0.00634378,-0.00112536,-0.131148,-0.0966453,-0.00323371,-0.0274347,0,0,
11.04,4.40261,-3.04005,0.256022,0.0304626,-0.0064532,-0.00113936,-0.131243,-0.0974723,-0.00306126,-0.0276812,0,0,
11.07,4.41029,-3.03914,0.255825,0.0304281,-0.00656304,-0.00115226,-0.131332,-0.0983067,-0.00288498,-0.0279257,0,0,
11.1,4.41797,-3.03823,0.255625,0.0303931,-0.00667317,-0.00116561,-0.131416,-0.0991484,-0.00270491,-0.0281681,0,0,
11.13,4.42564,-3.03732,0.255421,0.0303577,-0.00678351,-0.00117993,-0.131495,-0.0999974,-0.00252104,-0.0284083,0,0,
11.16,4.4333,-3.03641,0.255214,0.0303219,-0.00689413,-0.00119371,-0.131568,-0.100854,-0.00233343,-0.0286464,0,0,
11.19,4.44096,-3.0355,0.255004,0.0302857,-0.00700489,-0.00120828,-0.131635,-0.101717,-0.0021421,-0.0288821,0,0,
11.22,4.44861,-3.03459,0.254791,0.030249,-0.00711586,-0.00122227,-0.131697,-0.102587,-0.00194709,-0.0291156,0,0,
11.25,4.45625,-3.03368,0.254574,0.0302119,-0.00722713,-0.00123517,-0.131752,-0.103464,-0.00174848,-0.0293467,0,0,
11.28,4.46389,-3.03277,0.254354,0.0301744,-0.00733832,-0.00125025,-0.131802,-0.104349,-0.00154626,-0.0295753,0,0,
11.31,4.47152,-3.03187,0.25413,0.0301364,-0.00744946,-0.00126636,-0.131846,-0.10524,-0.00134042,-0.0298015,0,0,
11.34,4.47914,-3.03096,0.253903,0.0300981,-0.00756107,-0.00127879,-0.131883,-0.106137,-0.00113112,-0.0300251,0,0,
11.37,4.48676,-3.03006,0.253673,0.0300593,-0.00767267,-0.00129231,-0.131914,-0.107042,-0.00091837,-0.0302461,0,0,
11.4,4.49437,-3.02916,0.25344,0.0300201,-0.00778413,-0.00130763,-0.131938,-0.107953,-0.000702162,-0.0304644,0,0,
11.43,4.50197,-3.02826,0.253203,0.0299804,-0.00789571,-0.00132185,-0.131956,-0.108871,-0.000482572,-0.0306801,0,0,
11.46,4.50957,-3.02736,0.252963,0.0299404,-0.00800741,-0.00133535,-0.131968,-0.109795,-0.000259667,-0.0308929,0,0,
11.49,4.51716,-3.02646,0.252719,0.0298999,-0.00811913,-0.00134889,-0.131972,-0.110725,-3.34903e-05,-0.031103,0,0,
11.52,4.52474,-3.02556,0.252472,0.0298589,-0.00823019,-0.00136652,-0.13197,-0.111662,0.000196026,-0.0313102,0,0,
11.55,4.53231,-3.02467,0.252222,0.0298175,-0.00834163,-0.00138078,-0.131961,-0.112604,0.000428739,-0.0315145,0,0,
11.58,4.53988,-3.02377,0.251968,0.0297757,-0.00845333,-0.00139344,-0.131944,-0.113553,0.000664554,-0.0317159,0,0,
11.61,4.54744,-3.02288,0.251711,0.0297334,-0.0085647,-0.00140782,-0.131921,-0.114508,0.00090347,-0.0319142,0,0,
11.64,4.55499,-3.02199,0.251451,0.0296909,-0.00867706,-0.00141689,-0.13189,-0.115469,0.00114528,-0.0321094,0,0,
11.67,4.56253,-3.0211,0.251187,0.029648,-0.00878852,-0.00143068,-0.131853,-0.116436,0.00139008,-0.0323016,0,0,
11.7,4.57007,-3.02021,0.25092,0.0296047,-0.00889986,-0.00144475,-0.131807,-0.117408,0.00163782,-0.0324906,0,0,
11.73,4.5776,-3.01932,0.25065,0.0295609,-0.00901114,-0.00145983,-0.131755,-0.118386,0.00188847,-0.0326764,0,0,
11.76,4.58512,-3.01843,0.250376,0.0295168,-0.00912334,-0.00146943,-0.131694,-0.11937,0.00214183,-0.032859,0,0,
11.79,4.59263,-3.01755,0.250099,0.0294722,-0.00923429,-0.00148536,-0.131626,-0.120359,0.00239802,-0.0330383,0,0,
11.82,4.60013,-3.01666,0.249819,0.0294271,-0.00934402,-0.00150486,-0.131551,-0.121353,0.00265709,-0.0332143,0,0,
11.85,4.60763,-3.01578,0.249535,0.0293814,-0.00945419,-0.00152138,-0.131467,-0.122353,0.00291891,-0.033387,0,0,
11.88,4.61511,-3.0149,0.249248,0.0293354,-0.00956539,-0.00153376,-0.131376,-0.123358,0.00318329,-0.0335562,0,0,
11.91,4.62259,-3.01402,0.248958,0.0292889,-0.00967466,-0.00155159,-0.131276,-0.124367,0.00345034,-0.033722,0,0,
11.94,4.63006,-3.01314,0.248665,0.0292419,-0.00978429,-0.00156611,-0.131169,-0.125382,0.00371992,-0.0338844,0,0,
11.97,4.63752,-3.01226,0.248368,0.0291946,-0.00989452,-0.00157776,-0.131053,-0.126402,0.00399186,-0.0340432,0,0,
12,4.64497,-3.01139,0.248068,0.0291469,-0.0100043,-0.0015902,-0.13093,-0.127426,0.00426616,-0.0341985,0,0,
12.03,4.65241,-3.01051,0.247764,0.0290988,-0.0101141,-0.00160198,-0.130798,-0.128455,0.00454272,-0.0343501,0,0,
12.06,4.65984,-3.00964,0.247458,0.0290503,-0.0102231,-0.00161548,-0.130657,-0.129488,0.00482153,-0.0344982,0,0,
12.09,4.66727,-3.00877,0.247147,0.0290016,-0.0103346,-0.00162553,-0.130508,-0.130526,0.00510244,-0.0346427,0,0,
12.12,4.67468,-3.0079,0.246834,0.0289524,-0.0104438,-0.00163903,-0.130351,-0.131568,0.00538549,-0.0347834,0,0,
12.15,4.68209,-3.00703,0.246454,0.0289179,-0.0126665,-0.00115028,-0.130185,-0.132614,0.00564812,-0.0349137,0,0,
12.18,4.68948,-3.00616,0.246122,0.0288639,-0.011074,-0.00180091,-0.130012,-0.133664,0.00593727,-0.0350452,0,0,
12.21,4.69686,-3.0053,0.245791,0.0288097,-0.0110446,-0.00180383,-0.129829,-0.134718,0.0062286,-0.0351735,0,0,
12.24,4.70424,-3.00443,0.24546,0.0287555,-0.011016,-0.00180888,-0.129638,-0.135776,0.00652211,-0.0352985,0,0,
12.27,4.7116,-3.00357,0.245131,0.0287011,-0.0109881,-0.00181264,-0.128598,-0.136838,0.00681772,-0.0352141,0,0,
12.3,4.71896,-3.00271,0.244798,0.0286471,-0.0110968,-0.00180106,-0.129229,-0.137903,0.00711438,-0.0355379,0,0,
12.33,4.7263,-3.00185,0.244461,0.0285932,-0.0112052,-0.00179428,-0.129011,-0.138971,0.00741218,-0.0356519,0,0,
12.36,4.73363,-3.00099,0.244122,0.0285395,-0.0113145,-0.00179178,-0.128785,-0.140043,0.00771116,-0.0357621,0,0,
12.39,4.74096,-3.00013,0.243779,0.0284857,-0.0114236,-0.001794,-0.128549,-0.141119,0.0080114,-0.0358683,0,0,
12.42,4.74827,-2.99928,0.243433,0.0284318,-0.0115308,-0.00179572,-0.128304,-0.142197,0.00831282,-0.0359707,0,0,
12.45,4.75557,-2.99843,0.243084,0.0283777,-0.0116387,-0.00180288,-0.12805,-0.143278,0.00861552,-0.0360691,0,0,
12.48,4.76287,-2.99758,0.242732,0.0283233,-0.0117482,-0.00181385,-0.127787,-0.144363,0.00891952,-0.0361635,0,0,
12.51,4.77015,-2.99673,0.242376,0.0282686,-0.0118544,-0.00182215,-0.127515,-0.14545,0.00922471,-0.036254,0,0,
12.54,4.77742,-2.99588,0.242017,0.0282137,-0.0119618,-0.00183204,-0.127233,-0.14654,0.00953105,-0.0363405,0,0,
12.57,4.78468,-2.99503,0.241655,0.0281582,-0.0120695,-0.00184742,-0.126943,-0.147632,0.00983864,-0.036423,0,0,
12.6,4.79193,-2.99419,0.24129,0.0281026,-0.0121758,-0.00185519,-0.126643,-0.148727,0.0101472,-0.0365015,0,0,
12.63,4.79917,-2.99334,0.240921,0.0280465,-0.0122829,-0.00186952,-0.126334,-0.149824,0.0104568,-0.0365759,0,0,
12.66,4.8064,-2.9925,0.24055,0.02799,-0.0123891,-0.00188279,-0.126015,-0.150923,0.0107675,-0.0366462,0,0,
12.69,4.81361,-2.99166,0.240175,0.0279332,-0.0124949,-0.00189285,-0.125688,-0.152024,0.011079,-0.0367125,0,0,
12.72,4.82082,-2.99082,0.239797,0.0278761,-0.0126005,-0.00190414,-0.125351,-0.153128,0.0113913,-0.0367747,0,0,
12.75,4.82801,-2.98999,0.239416,0.0278187,-0.0127058,-0.00191433,-0.125004,-0.154233,0.0117043,-0.0368329,0,0,
12.78,4.83519,-2.98915,0.239031,0.0277609,-0.0128108,-0.00192515,-0.124648,-0.155339,0.012018,-0.036887,0,0,
12.81,4.84237,-2.98832,0.238644,0.0277028,-0.0129156,-0.00193725,-0.124283,-0.156448,0.0123323,-0.036937,0,0,
12.84,4.84952,-2.98749,0.238253,0.0276444,-0.0130194,-0.00194567,-0.123908,-0.157557,0.0126471,-0.036983,0,0,
12.87,4.85667,-2.98666,0.23786,0.0275857,-0.0131233,-0.00195693,-0.123524,-0.158669,0.0129624,-0.0370248,0,0,
12.9,4.86381,-2.98583,0.237463,0.0275268,-0.0132264,-0.00196583,-0.12313,-0.159781,0.0132781,-0.0370626,0,0,
12.93,4.87093,-2.98501,0.237063,0.0274675,-0.0133293,-0.00197644,-0.122727,-0.160894,0.0135941,-0.0370964,0,0,
12.96,4.87804,-2.98418,0.23666,0.0274079,-0.013432,-0.00198605,-0.122314,-0.162009,0.0139104,-0.037126,0,0,
12.99,4.88514,-2.98336,0.236254,0.027348,-0.0135342,-0.00199593,-0.121892,-0.163124,0.0142268,-0.0371516,0,0,
13.02,4.89223,-2.98254,0.235845,0.0272878,-0.013636,-0.00200577,-0.12146,-0.16424,0.0145435,-0.0371731,0,0,
13.05,4.89931,-2.98172,0.235433,0.0272273,-0.0137374,-0.00201626,-0.121019,-0.165356,0.0148602,-0.0371905,0,0,
13.08,4.90637,-2.98091,0.235018,0.0271665,-0.0138386,-0.00202859,-0.120568,-0.166473,0.015177,-0.0372038,0,0,
13.11,4.91342,-2.98009,0.234599,0.0271053,-0.0139392,-0.00203821,-0.120108,-0.16759,0.0154937,-0.0372131,0,0,
13.14,4.92046,-2.97928,0.234178,0.0270439,-0.0140395,-0.00204788,-0.119638,-0.168708,0.0158103,-0.0372184,0,0,
13.17,4.92748,-2.97847,0.233754,0.0269822,-0.0141393,-0.0020578,-0.119158,-0.169826,0.0161268,-0.0372196,0,0,
13.2,4.9345,-2.97766,0.233327,0.0269201,-0.0142389,-0.00206932,-0.11867,-0.170943,0.0164431,-0.0372167,0,0,
13.23,4.9415,-2.97685,0.232897,0.0268578,-0.0143378,-0.00207711,-0.118171,-0.172061,0.016759,-0.0372099,0,0,
13.26,4.94848,-2.97604,0.232464,0.0267952,-0.0144363,-0.00208603,-0.117663,-0.173178,0.0170746,-0.037199,0,0,
13.29,4.95546,-2.97524,0.232028,0.0267324,-0.0145343,-0.00209444,-0.117146,-0.174295,0.0173897,-0.0371842,0,0,
13.32,4.96242,-2.97444,0.231589,0.0266692,-0.014632,-0.00210517,-0.116619,-0.175411,0.0177043,-0.0371654,0,0,
13.35,4.96936,-2.97364,0.231147,0.0266057,-0.0147292,-0.00211563,-0.116083,-0.176527,0.0180184,-0.0371426,0,0,
13.38,4.9763,-2.97284,0.230702,0.026542,-0.0148258,-0.00212414,-0.115538,-0.177642,0.018332,-0.0371158,0,0,
13.41,4.98322,-2.97204,0.230254,0.026478,-0.014922,-0.00213406,-0.114983,-0.178756,0.0186448,-0.0370852,0,0,
13.44,4.99013,-2.97125,0.229804,0.0264137,-0.0150175,-0.00214145,-0.114418,-0.179869,0.0189569,-0.0370506,0,0,
13.47,4.99702,-2.97046,0.22935,0.0263491,-0.0151128,-0.00215376,-0.113844,-0.180982,0.0192683,-0.0370121,0,0,
13.5,5.0039,-2.96967,0.228894,0.0262842,-0.0152075,-0.00216371,-0.113261,-0.182093,0.0195789,-0.0369696,0,0,
13.53,5.01077,-2.96888,0.228435,0.026219,-0.0153017,-0.00217265,-0.112669,-0.183202,0.0198886,-0.0369234,0,0,
13.56,5.01762,-2.96809,0.227973,0.0261536,-0.0153953,-0.00218132,-0.112067,-0.18431,0.0201973,-0.0368733,0,0,
13.59,5.02446,-2.96731,0.227509,0.0260878,-0.0154884,-0.00219191,-0.111456,-0.185417,0.020505,-0.0368193,0,0,
13.62,5.03129,-2.96652,0.227041,0.0260218,-0.015581,-0.00220007,-0.110836,-0.186522,0.0208117,-0.0367616,0,0,
13.65,5.0381,-2.96574,0.226571,0.0259556,-0.0156729,-0.00220732,-0.110206,-0.187625,0.0211172,-0.0367001,0,0,
13.68,5.0449,-2.96496,0.226098,0.0258892,-0.0157643,-0.00221545,-0.109568,-0.188726,0.0214215,-0.0366349,0,0,
13.71,5.05168,-2.96419,0.225623,0.0258224,-0.0158551,-0.00222479,-0.10892,-0.189826,0.0217245,-0.0365659,0,0,
13.74,5.05845,-2.96341,0.225144,0.0257554,-0.0159454,-0.00223293,-0.108263,-0.190923,0.0220263,-0.0364933,0,0,
13.77,5.0652,-2.96264,0.224663,0.0256882,-0.016035,-0.00224241,-0.107597,-0.192018,0.0223268,-0.0364169,0,0,
13.8,5.07194,-2.96187,0.224179,0.0256207,-0.0161241,-0.00225003,-0.106922,-0.19311,0.0226258,-0.036337,0,0,
13.83,5.07867,-2.9611,0.223693,0.0255528,-0.0162127,-0.00226181,-0.106239,-0.1942,0.0229235,-0.0362534,0,0,
13.86,5.08538,-2.96033,0.223204,0.0254847,-0.0163005,-0.00226874,-0.105546,-0.195288,0.0232196,-0.0361662,0,0,
13.89,5.09207,-2.95957,0.222712,0.0254165,-0.0163877,-0.00227571,-0.104844,-0.196373,0.0235142,-0.0360755,0,0,
13.92,5.09875,-2.95881,0.222218,0.025348,-0.0164742,-0.00228055,-0.104134,-0.197455,0.0238071,-0.0359813,0,0,
13.95,5.10542,-2.95805,0.221721,0.0252795,-0.0165599,-0.00228533,-0.103415,-0.198534,0.0240982,-0.0358837,0,0,
13.98,5.11207,-2.95729,0.221222,0.0252108,-0.016645,-0.00229097,-0.102687,-0.199611,0.0243876,-0.0357826,0,0,
14.01,5.11871,-2.95653,0.22072,0.0251418,-0.0167294,-0.00230018,-0.10195,-0.200684,0.0246753,-0.0356781,0,0,
14.04,5.12533,-2.95578,0.220216,0.0250726,-0.0168132,-0.00230546,-0.101205,-0.201754,0.0249611,-0.0355703,0,0,
14.07,5.13194,-2.95503,0.219709,0.0250033,-0.0168962,-0.00230948,-0.100451,-0.202821,0.025245,-0.0354592,0,0,
14.1,5.13853,-2.95428,0.219199,0.0249339,-0.0169785,-0.00231487,-0.0996885,-0.203884,0.025527,-0.0353448,0,0,
14.13,5.1451,-2.95353,0.218688,0.0248642,-0.01706,-0.00232048,-0.0989177,-0.204944,0.025807,-0.0352271,0,0,
14.16,5.15167,-2.95278,0.218173,0.0247944,-0.0171408,-0.00232687,-0.0981385,-0.206,0.026085,-0.0351062,0,0,
14.19,5.15821,-2.95204,0.217657,0.0247245,-0.0172209,-0.00233036,-0.097351,-0.207053,0.026361,-0.0349822,0,0,
14.22,5.16474,-2.9513,0.217138,0.0246545,-0.0173002,-0.00233507,-0.0965553,-0.208102,0.0266348,-0.0348551,0,0,
14.25,5.17125,-2.95056,0.216616,0.0245843,-0.0173788,-0.00233986,-0.0957513,-0.209147,0.0269064,-0.0347249,0,0,
14.28,5.17775,-2.94982,0.216093,0.024514,-0.0174566,-0.0023438,-0.0949392,-0.210188,0.0271758,-0.0345916,0,0,
14.31,5.18424,-2.94908,0.215567,0.0244435,-0.0175336,-0.00234897,-0.094119,-0.211225,0.0274431,-0.0344554,0,0,
14.34,5.1907,-2.94835,0.215038,0.024373,-0.0176098,-0.00235038,-0.0932909,-0.212258,0.027708,-0.0343162,0,0,
14.37,5.19715,-2.94762,0.214508,0.0243023,-0.0176853,-0.00235554,-0.0924548,-0.213287,0.0279706,-0.0341741,0,0,
14.4,5.20359,-2.94689,0.213975,0.0242315,-0.0177599,-0.00235947,-0.0916108,-0.214311,0.0282308,-0.0340292,0,0,
14.43,5.21001,-2.94616,0.21344,0.0241606,-0.0178338,-0.00236551,-0.090759,-0.215331,0.0284887,-0.0338813,0,0,
14.46,5.21641,-2.94544,0.212903,0.0240895,-0.017907,-0.00236978,-0.0898996,-0.216347,0.0287443,-0.0337307,0,0,
14.49,5.2228,-2.94472,0.212363,0.0240184,-0.0179793,-0.00236978,-0.0890325,-0.217358,0.0289972,-0.0335774,0,0,
14.52,5.22917,-2.94399,0.211822,0.0239471,-0.0180508,-0.00237745,-0.0881578,-0.218364,0.0292478,-0.0334213,0,0,
14.55,5.23552,-2.94328,0.211278,0.0238757,-0.0181215,-0.00238014,-0.0872756,-0.219366,0.0294959,-0.0332626,0,0,
14.58,5.24186,-2.94256,0.210733,0.0238042,-0.0181915,-0.00238222,-0.086386,-0.220363,0.0297413,-0.0331013,0,0,
14.61,5.24818,-2.94185,0.210185,0.0237326,-0.0182605,-0.00238757,-0.085489,-0.221355,0.0299843,-0.0329373,0,0,
14.64,5.25449,-2.94113,0.209635,0.0236609,-0.0183288,-0.00238901,-0.0845848,-0.222342,0.0302245,-0.0327709,0,0,
14.67,5.26078,-2.94042,0.209083,0.0235891,-0.0183963,-0.00239157,-0.0836734,-0.223324,0.0304622,-0.032602,0,0,
14.7,5.26705,-2.93972,0.208529,0.0235173,-0.0184628,-0.00239533,-0.0827549,-0.2243,0.0306971,-0.0324307,0,0,
14.73,5.27331,-2.93901,0.207973,0.0234453,-0.0185286,-0.00240042,-0.0818293,-0.225272,0.0309295,-0.032257,0,0,
14.76,5.27955,-2.93831,0.207415,0.0233732,-0.0185936,-0.00240139,-0.0808968,-0.226239,0.0311591,-0.0320809,0,0,
14.79,5.28577,-2.93761,0.206856,0.023301,-0.0186577,-0.00240661,-0.0799575,-0.2272,0.0313859,-0.0319025,0,0,
14.82,5.29198,-2.93691,0.206294,0.023229,-0.018721,-0.00240101,-0.0790113,-0.228155,0.0316099,-0.031722,0,0,
14.85,5.29816,-2.93621,0.205731,0.0231568,-0.0187833,-0.00240821,-0.0780585,-0.229106,0.0318311,-0.0315392,0,0,
14.88,5.30434,-2.93552,0.205165,0.0230843,-0.0188449,-0.00241623,-0.0770991,-0.230051,0.0320497,-0.0313542,0,0,
14.91,5.31049,-2.93482,0.204598,0.0230117,-0.0189057,-0.00241747,-0.0761331,-0.23099,0.0322653,-0.0311671,0,0,
14.94,5.31663,-2.93413,0.204029,0.0229391,-0.0189656,-0.00242278,-0.0751607,-0.231923,0.0324782,-0.0309778,0,0,
14.97,5.32275,-2.93344,0.203458,0.0228663,-0.0190247,-0.0024268,-0.0741819,-0.232851,0.0326882,-0.0307865,0,0,
15,5.32885,-2.93276,0.202886,0.0227934,-0.019083,-0.00242923,-0.0731968,-0.233773,0.0328954,-0.0305932,0,0,
15.03,5.33494,-2.93207,0.202312,0.0227204,-0.0191404,-0.00243131,-0.0722055,-0.23469,0.0330996,-0.030398,0,0,
15.06,5.34101,-2.93139,0.201736,0.0226473,-0.019197,-0.00243681,-0.0712082,-0.2356,0.0333009,-0.0302008,0,0,
15.09,5.34706,-2.93071,0.201158,0.0225742,-0.0192527,-0.00243722,-0.0702048,-0.236504,0.0334993,-0.0300018,0,0,
15.12,5.3531,-2.93004,0.200579,0.022501,-0.0193076,-0.00244044,-0.0691955,-0.237403,0.0336947,-0.029801,0,0,
15.15,5.35911,-2.92936,0.199998,0.0224278,-0.0193615,-0.00244176,-0.0681804,-0.238295,0.0338871,-0.0295985,0,0,
15.18,5.36511,-2.92869,0.199416,0.0223544,-0.0194146,-0.00244425,-0.0671595,-0.239181,0.0340766,-0.0293942,0,0,
15.21,5.3711,-2.92802,0.198832,0.022281,-0.0194668,-0.00244596,-0.066133,-0.240062,0.034263,-0.0291883,0,0,
15.24,5.37706,-2.92735,0.198246,0.0222076,-0.0195181,-0.00244732,-0.0651009,-0.240935,0.0344464,-0.0289809,0,0,
15.27,5.38301,-2.92668,0.197659,0.0221341,-0.0195685,-0.00245189,-0.0640633,-0.241803,0.0346268,-0.0287718,0,0,
15.3,5.38894,-2.92602,0.197071,0.0220605,-0.019618,-0.00245371,-0.0630204,-0.242664,0.0348042,-0.0285611,0,0,
15.33,5.39485,-2.92536,0.196481,0.021987,-0.0196667,-0.00244979,-0.0619721,-0.243519,0.0349785,-0.0283492,0,0,
15.36,5.40074,-2.9247,0.195889,0.0219136,-0.0197145,-0.00244455,-0.0609187,-0.244368,0.0351495,-0.0281359,0,0,
15.39,5.40662,-2.92404,0.195296,0.0218406,-0.0197613,-0.00243322,-0.0598601,-0.24521,0.0353173,-0.0279216,0,0,
15.42,5.41248,-2.92339,0.194702,0.0217676,-0.0198069,-0.00243277,-0.0587966,-0.246046,0.0354819,-0.027706,0,0,
15.45,5.41832,-2.92273,0.194106,0.0216944,-0.0198514,-0.00244009,-0.0577281,-0.246875,0.0356436,-0.0274889,0,0,
15.48,5.42414,-2.92208,0.19351,0.0216211,-0.0198951,-0.00244496,-0.0566548,-0.247698,0.0358023,-0.0272706,0,0,
15.51,5.42995,-2.92143,0.192911,0.0215481,-0.0199383,-0.00243202,-0.0555768,-0.248514,0.0359577,-0.0270514,0,0,
15.54,5.43574,-2.92079,0.192312,0.021475,-0.01998,-0.00243784,-0.0544941,-0.249324,0.0361101,-0.026831,0,0,
15.57,5.44151,-2.92014,0.191711,0.021402,-0.0200211,-0.00243246,-0.0534069,-0.250127,0.0362592,-0.0266096,0,0,
15.6,5.44726,-2.9195,0.19111,0.021329,-0.0200612,-0.00243446,-0.0523153,-0.250923,0.0364053,-0.0263871,0,0,
15.63,5.45299,-2.91886,0.190507,0.0212559,-0.0201004,-0.00243699,-0.0512193,-0.251713,0.0365483,-0.0261636,0,0,
15.66,5.45871,-2.91822,0.189902,0.0211828,-0.0201388,-0.00243747,-0.050119,-0.252495,0.0366882,-0.0259392,0,0,
15.69,5.4644,-2.91759,0.189297,0.0211095,-0.0201762,-0.00244132,-0.0490146,-0.253272,0.0368251,-0.0257137,0,0,
15.72,5.47008,-2.91695,0.188691,0.0210364,-0.0202129,-0.00243686,-0.0479061,-0.254041,0.0369588,-0.0254875,0,0,
15.75,5.47574,-2.91632,0.188083,0.0209631,-0.0202484,-0.00244267,-0.0467936,-0.254803,0.0370895,-0.0252604,0,0,
15.78,5.48139,-2.91569,0.187475,0.02089,-0.0202834,-0.00243898,-0.0456773,-0.255559,0.037217,-0.0250326,0,0,
15.81,5.48701,-2.91507,0.186865,0.0208171,-0.0203174,-0.00243037,-0.0445571,-0.256308,0.0373413,-0.0248042,0,0,
15.84,5.49262,-2.91444,0.186255,0.0207441,-0.0203502,-0.00243286,-0.0434332,-0.25705,0.0374625,-0.0245751,0,0,
15.87,5.4982,-2.91382,0.185643,0.0206711,-0.0203822,-0.00243333,-0.0423058,-0.257785,0.0375807,-0.0243454,0,0,
15.9,5.50377,-2.9132,0.185031,0.0205978,-0.0204132,-0.00244161,-0.0411748,-0.258513,0.0376958,-0.0241148,0,0,
15.93,5.50932,-2.91258,0.184418,0.0205246,-0.0204437,-0.00243989,-0.0400404,-0.259234,0.0378079,-0.0238837,0,0,
15.96,5.51486,-2.91197,0.183803,0.0204515,-0.0204732,-0.00243801,-0.0389026,-0.259949,0.0379169,-0.0236522,0,0,
15.99,5.52037,-2.91135,0.183188,0.0203782,-0.0205016,-0.00244264,-0.0377617,-0.260656,0.0380229,-0.02342,0,0,
16.02,5.52587,-2.91074,0.182572,0.020305,-0.0205294,-0.00243993,-0.0366175,-0.261356,0.0381257,-0.0231875,0,0,
16.05,5.53134,-2.91013,0.181956,0.020232,-0.0205563,-0.00243218,-0.0354704,-0.26205,0.0382254,-0.0229547,0,0,
16.08,5.5368,-2.90953,0.181338,0.0201588,-0.0205819,-0.00244179,-0.0343202,-0.262736,0.0383222,-0.0227214,0,0,
16.11,5.54224,-2.90892,0.18072,0.0200855,-0.0206069,-0.00244426,-0.0331672,-0.263415,0.038416,-0.0224876,0,0,
16.14,5.54766,-2.90832,0.180101,0.0200124,-0.0206314,-0.00243391,-0.0320114,-0.264088,0.0385066,-0.0222538,0,0,
16.17,5.55307,-2.90772,0.179482,0.0199398,-0.0206549,-0.00242163,-0.0308529,-0.264753,0.0385941,-0.0220201,0,0,
16.2,5.55845,-2.90712,0.178861,0.019867,-0.0206769,-0.00242563,-0.0296919,-0.265411,0.0386785,-0.021786,0,0,
16.23,5.56382,-2.90652,0.17824,0.019794,-0.0206981,-0.00243305,-0.0285283,-0.266063,0.0387601,-0.0215516,0,0,
16.26,5.56916,-2.90593,0.177619,0.0197214,-0.0207189,-0.00242206,-0.0273623,-0.266707,0.0388386,-0.0213173,0,0,
16.29,5.57449,-2.90534,0.176997,0.0196486,-0.0207383,-0.00242463,-0.026194,-0.267344,0.0389141,-0.0210828,0,0,
16.32,5.5798,-2.90475,0.176374,0.0195761,-0.0207571,-0.00241709,-0.0250234,-0.267974,0.0389866,-0.0208485,0,0,
16.35,5.58509,-2.90416,0.175751,0.0195036,-0.0207749,-0.00241687,-0.0238507,-0.268597,0.0390562,-0.0206141,0,0,
16.38,5.59037,-2.90358,0.175127,0.0194314,-0.0207919,-0.00240638,-0.0226759,-0.269213,0.0391227,-0.02038,0,0,
16.41,5.59562,-2.90299,0.174503,0.0193596,-0.0208081,-0.0023937,-0.0214992,-0.269822,0.0391861,-0.0201462,0,0,
16.44,5.60085,-2.90241,0.173878,0.0192875,-0.0208226,-0.00240526,-0.0203206,-0.270424,0.0392468,-0.0199122,0,0,
16.47,5.60607,-2.90183,0.173253,0.0192155,-0.0208369,-0.00239968,-0.0191402,-0.271019,0.0393045,-0.0196785,0,0,
